Name,Subtitile,Authoring country,Authorinng regional organization,All applicable countries,Topics,Subtopics,Document type,Description,Date of original publication,Date entered into force,Language,Original language title,File URL,size,type
"Regulation on the classification of ecological status, ecological potential, chemical status and the method of classifying the status of surface water bodies as well as environmental quality standards for priority substances",,POL,,POL,"Antimicrobial resistance and water, sanitation, and hygiene",Water quality monitoring,Regulation,"This Regulation establishes the criteria  for classifying the ecological status, ecological potential, and chemical status of different types of homogenous parts of surface water, including natural watercourses, lakes, transitional waters, and coastal waters, while also defining the classification elements, interpretation methods, and frequency of assessment.
",2019-10-11,2019-11-08,Polish,"Rozporządzenie w sprawie klasyfikacji stanu ekologicznego, potencjału ekologicznego i stanu chemicznego oraz sposobu klasyfikacji stanu jednolitych części wód powierzchniowych, a także środowiskowych norm jakości dla substancji priorytetowych",https://ampeid.org/static/0f441f90ce6a1f017effe330402228a2/pol192330..pdf,3.26 MB,.pdf
"Regulation on the conditions, manner and procedure of medical waste",,MNE,,MNE,"Antimicrobial resistance and water, sanitation, and hygiene",Medical waste disposal,Legislation,"This Law establishes classification of waste, defines the recycle and re-use standards and issues, processing, marking standards, local government waste management rules, and more on waste management.
",2012-09-12,2012-09-20,Montenegrin,"Pravilnik o uslovima, načinu i postupku obrade medicinskog otpada",https://ampeid.org/static/26b91225e29993800b0508fceba6b203/mne138948..pdf,132 kB,.pdf
Regulation on the criteria and method for assessing the state of groundwater,,POL,,POL,"Antimicrobial resistance and water, sanitation, and hygiene",Water quality monitoring,Regulation,"This regulation establishes the method for assessing the status of groundwater method for including the classification of physico-chemical elements, quantitative and chemical state, interpretation of test results, presentation to the state, frequency of assessment, and the threshold values for environmental quality standards.
",2019-10-11,2019-11-08,Polish,Rozporządzenie w sprawie kryteriów i sposobu oceny stanu jednolitych części wód podziemnych,https://ampeid.org/static/7e6ddebb5ac3efa06adfcceca6d1c620/pol192329..pdf,340 kB,.pdf
Regulation on the criteria for determining sensitive and vulnerable areas for the protection of water from pollution,,MNE,,MNE,"Antimicrobial resistance and water, sanitation, and hygiene",Pollutant disposal in water sources,Regulation,"This Regulation defines the criteria for the determination of sensitive and vulnerable areas for the protection of waters from pollution, the manner of monitoring over the concentration of nitrates from agricultural sources in fresh surface and groundwater and monitoring over the eutrophication of fresh surface water, estuarine and coastal waters of the Montenegro.
",2016-05-20,2016-05-28,Montenegrin,Pravilnik o kriterijumima za određivanje osjetljivih i ranjivih područja radi zaštite voda od zagađivanja,https://ampeid.org/static/8df2c470a3798df6d3edc7f0c7900bc3/mne188201..pdf,384 kB,.pdf
Regulation on the emission of substances in the discharge of waste water from plants dealing with the production of pharmaceutical products,,SVN,,SVN,"Antimicrobial resistance and water, sanitation, and hygiene","Effluent wastewater disposal , Medical waste disposal",Regulation,"This regulation establishes requirements for the emission of substances and heat in the discharge of waste water from pharmeceutical plants. It also sets limit values for waste water and measures for the reduction of emissions.
",2007-10-04,2007-10-04,Slovenian,Uredba o emisiji snovi in toplote pri odvajanju odpadne vode iz naprav za proizvodnjo farmacevtskih izdelkov in ucinkovin,https://ampeid.org/static/c4a1e635614a79dacaa0341ca5c1a7f7/slovwaste..pdf,340 kB,.pdf
"Regulation on the form and content of prescriptions for veterinary drugs, as well as the manner for issuing and prescribing of veterinary medicinal products",,SRB,,SRB,Antimicrobial resistance in agriculture,"Qualifications for prescribing veterinary medical products, Prescription and sale of veterinary medical products",Regulation,"This Regulation regulates the prescription and issuance of veterinary drugs in Serbia. It also specifies the qualifications required to prescribe veterinary drugs in Serbia.
",,,Serbian,"Pravilnik o obrascu i sadržini recepta za veterinarske lekove, kao i načinu izdavanja i propisivanja veterinarskih lekova",https://ampeid.org/static/8124d259f76ecc74ceb96ab39911992e/Serbia_VetMed..pdf,92.6 kB,.pdf
Regulation on the form of prescription for medicated animal feed and accompanying document for medicated animal feed,,MNE,,MNE,Antimicrobial resistance in agriculture,Medicated feed,Regulation,"This Regulation sets the rules for the use of medicated feed and animal feed for medical purposes in Montenegro.
",,,Montenegrin,Pravilnik o obrascu recepta za mediciniranu hranu za životinje i propratnog dokumenta za mediciniranu hranu za životinje,https://ampeid.org/static/e039b8048d870d5b2ade236a1425eb7e/Montenegro_Feed..pdf,279 kB,.pdf
Regulation on the management of surface water quality,,TUR,,TUR,"Antimicrobial resistance and water, sanitation, and hygiene",Water quality monitoring,Regulation,"This regulation establishes the rules and processes for the classification of quality of waters and monitoring of water quality.
",2012-11-30,2012-11-30,Turkish,Yüzeysel su kalitesi yönetimi yönetmeliği,https://ampeid.org/static/70947ece3ca5124cbd3007c720193e76/tur121347..pdf,732 kB,.pdf
Regulation on the manner and conditions for measuring the quantity and testing of wastewater quality and on the content of the report on performed measurements,,SRB,,SRB,"Antimicrobial resistance and water, sanitation, and hygiene","Effluent wastewater disposal ",Regulation,"This regulation establishes the procedure for testing wastewater quality to determine pollutant content, the efficacy of wastewater treatment facilities, and to collect data.
",2016-03-15,2016-03-23,Serbian,Правилник о начину и условима за мерење количине и испитивање квалитета отпадних вода и садржини извештаја о извршеним мерењима,https://ampeid.org/static/47b9029bdf4964952ecaecdcde837eae/srb195484..pdf,171 kB,.pdf
"Regulation on the manner of handling medical waste, as well as the manner of packaging and labeling of medical waste",,MKD,,MKD,"Antimicrobial resistance and water, sanitation, and hygiene",Medical waste disposal,Regulation,"This regulation controls waste management, specifically handling medical waste (waste from medical/health institutions).
",2007-10-31,2008-01-01,Macedonian,"Правилник за начинот на постапување со медицински отпад, како и начинот на пакување и обележување на медицинскиот отпад",https://ampeid.org/static/aa1b7807869918ca7bb6c1ec8b6ede41/mac209292..pdf,155 kB,.pdf
Regulation on the method of prescribing and dispensing of medicines for use in veterinary medicine,,BIH,,BIH,Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,Regulation,"This law regulates the prescription and dispensing of veterinary medicines in Bosnia and Herzegovina, including antibiotics.
",,,Bosnian,Pravilnik o načinu propisivanja i izdavanja lijekova koji su za upotrebu u veterinarstvu,https://ampeid.org/static/6b100d9afa65f9eeab9488c2463fd43e/Bosnia_VetMed..pdf,166 kB,.pdf
Regulation on the permissible quantities of pollutants that may be discharged in industrial wastewater,,POL,,POL,"Antimicrobial resistance and water, sanitation, and hygiene","Effluent wastewater disposal ",Regulation,"This regulation sets the acceptable amounts of pollutants allowed in discharged wastewater.
",2019-07-08,2019-07-13,Polish,"Rozporządzenie w sprawie dopuszczalnych ilości substancji zanieczyszczających, które mogą być odprowadzane w ściekach przemysłowych",https://ampeid.org/static/a8caee683f5f8a5ed387ff7fae5ca9e5/pol192319..pdf,272 kB,.pdf
Regulation on the pollution of water and its surrounding by hazardous substances,,TUR,,TUR,"Antimicrobial resistance and water, sanitation, and hygiene",Pollutant disposal in water sources,Regulation,"This regulation sets standards and defines technical and administrative principles on determining the hazardous substances causing pollution. It also requires that an inventory of hazardous substances that are discharged into water.
",2005-11-25,2005-11-25,Turkish,Tehlikeli Maddelerin Su ve Su Cevresinde Neden Oldugu Kirliligin Kontrolu Yonetmeligi,https://ampeid.org/static/5e8115b3c46ccf046bccb8a84dbed538/tur90395..pdf,402 kB,.pdf
Regulation on the programme and manner of passing the professional exam for official veterinarian,,MNE,,MNE,Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,Regulation,"This Regulation establishes the professional standard for veterinarians in Montenegro. It specifies the qualifications required to practice veterinary medicine.
",,,Montenegrin,Pravilnik o programu i načinu polaganja stručnog ispita za službenog veterinara,https://ampeid.org/static/2cfc31ab7b847effd5da1c1f30a4c2e0/Montenegro_VetExam..pdf,345 kB,.pdf
Regulation on the quality of surface water intended for the abstraction of potable water,,TUR,,TUR,"Antimicrobial resistance and water, sanitation, and hygiene",Water quality standards,Regulation,"This regulation sets quality standards for drinking water by dividing surface waters into categories, determining  treatment for each category, and providing analysis methods.
",2005-11-20,2005-11-20,Turkish,İçmesuyu Elde Edilen veya Elde Edilmesi Planlanan Yüzeysel Suların Kalitesine Dair Yönetmelik (79/869/AB ile değişik 75/440/AB) (20/11/2005 R.G.NO: 25999),https://ampeid.org/static/a04e737d5cca7b437d0b98af7881406e/tur114630..pdf,478 kB,.pdf
Regulation on the state of surface water,,SVN,,SVN,"Antimicrobial resistance and water, sanitation, and hygiene",Water quality standards,Regulation,"This regulation establishes the parameters of the chemical state of surface water.
",2009-02-12,2009-02-12,Slovenian,Uredba o stanju povrsinskih voda,https://ampeid.org/static/9b2d2903df54d90d448cfe16a5bf20bc/slvquality..pdf,217 kB,.pdf
Regulation on undesirable substances in animal feed,,BIH,,BIH,Antimicrobial resistance in agriculture,Medicated feed,Regulation,"This law regulates the use of medicated feed for livestock in Bosnia and Herzegovina. 
",,,Bosnian,Pravilnik o neželjenim supstancama u hrani za životinje,https://ampeid.org/static/b60e78ac63a27a914060b2c863f03f77/Bosnia_Feed..pdf,144 kB,.pdf
Regulation on veterinary drug administration (2016),,CHN,,CHN,Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,Regulation,"This Regulation contains measures on the import, export, and use of veterinary drugs in China.
",,,Chinese (Simplified),兽药管理条例 (2016),https://ampeid.org/static/e66121ca961911d6ed6b6698b2150bde/China_VetDrugs..pdf,625 kB,.pdf
Regulation on veterinary medical products,,TUR,,TUR,Antimicrobial resistance in agriculture,"Prescription and sale of veterinary medical products, Qualifications for prescribing veterinary medical products",Regulation,"This Regulation regulates the importation, storage, distribution, sale and use of veterinary medical products in Türkiye.
",,,Turkish,Veteriner tıbbi ürünler hakkında yönetmelik,https://ampeid.org/static/a68196138ad521c5ddc54f5d78bb1d0c/Turkey_VMP..pdf,429 kB,.pdf
Regulation on water profile in bathing water,,POL,,POL,"Antimicrobial resistance and water, sanitation, and hygiene",Water quality standards,Regulation,"This Minister of Environment Regulation outlines the requirements for preparing and updating water profiles in bathing water, including the necessary information and sources to be used.
",2019-11-04,2019-11-29,Polish,Rozporządzenie w sprawie profilu wody w kąpielisku.,https://ampeid.org/static/9e631d2a862bb66b74e39c82114fe729/pol192332..pdf,380 kB,.pdf
Regulation relating to the protection of traditional knowledge associated with genetic material,,NOR,,NOR,Access and benefit-sharing,"Access to resources, Prior informed consent (PIC), Scope of legislation, Legal sanctions",Regulation,"This regulation establishes the duties of users surrounding access to traditional knowledge associated with genetic material. It describes the duty to seek consent prior to access, and the penalties incurred in cases of breach.
",2016-11-28,2017-01-01,Norwegian,Forskrift om beskyttelse av tradisjonell kunnskap knyttet til genetisk materiale,https://ampeid.org/static/80dac480cb98632567c298be7bf8aff5/Forskrift om beskyttelse av tradisjonell kunnskap knyttet til genetisk materiale - Lovdata..pdf,147 kB,.pdf
