Treaty,Country,Status,Signed,Ratified,Entered into force,"Reservations, understandings, and declarations","Reservations, understandings, and declarations text"
CITES,LVA,Party,,1997-02-11,1997-05-12,,
CITES,LBN,Party,,2013-02-25,2013-05-26,,
CITES,LSO,Party,,2003-10-01,2003-12-30,,
CITES,LBR,Party,,1981-03-11,1981-06-09,,
CITES,LBY,Party,,2003-01-28,2003-04-28,,
CITES,LIE,Party,,1979-11-30,1980-02-28,,
CITES,LTU,Party,,2001-12-10,2002-03-09,,
CITES,LUX,Party,,1983-12-13,1984-03-12,,
CITES,MDG,Party,,1975-08-20,1975-11-18,,
CITES,MWI,Party,,1982-02-05,1982-05-06,,
CITES,MYS,Party,,1977-10-20,1978-01-18,,
CITES,MDV,Party,,2012-12-12,2013-03-12,,
CITES,MLI,Party,,1994-07-18,1994-10-16,,
CITES,MLT,Party,,1989-04-17,1989-07-16,,
CITES,MHL,Non-party,,,,,
CITES,MRT,Party,,1998-03-13,1998-06-11,,
CITES,MUS,Party,,1975-04-28,1975-07-27,,
CITES,MEX,Party,,1991-07-02,1991-09-30,,
CITES,FSM,Non-party,,,,,
CITES,MCO,Party,,1978-04-19,1978-07-18,,
CITES,MNG,Party,,1996-01-05,1996-04-04,,
CITES,MNE,Party,,2007-03-26,2006-06-03,,
CITES,MAR,Party,,1975-10-16,1976-01-14,,
CITES,MOZ,Party,,1981-03-25,1981-06-23,,
CITES,MMR,Party,,1997-06-13,1997-09-11,,
CITES,NAM,Party,,1990-12-18,1991-03-18,,
CITES,NRU,Non-party,,,,,
CITES,NPL,Party,,1975-06-18,1975-09-16,,
CITES,NLD,Party,,1984-04-19,1984-07-18,,
CITES,NCL,Non-party,,,,,
CITES,NZL,Party,,1989-05-10,1989-08-08,,
CITES,NIC,Party,,1977-08-06,1977-11-04,,
CITES,NER,Party,,1975-09-08,1975-12-07,,
CITES,NGA,Party,,1974-05-09,1975-07-01,,
CITES,NIU,Non-party,,,,,
CITES,PRK,Non-party,,,,,
CITES,MKD,Party,,2000-07-04,2000-10-02,,
CITES,NOR,Party,,1976-07-27,1976-10-25,,
CITES,OMN,Party,,2008-03-19,2008-06-17,,
CITES,PAK,Party,,1976-04-20,1976-07-19,,
CITES,PLW,Party,,2004-04-16,2004-07-15,,
CITES,PSE,Non-party,,,,,
CITES,PAN,Party,,1978-08-17,1978-11-15,,
CITES,PNG,Party,,1975-12-12,1976-03-11,,
CITES,PRY,Party,,1976-11-15,1977-02-13,,
CITES,PER,Party,,1975-06-27,1975-09-25,,
CITES,PHL,Party,,1981-08-18,1981-11-16,,
CITES,POL,Party,,1989-12-12,1990-03-12,,
CITES,PRT,Party,,1980-12-11,1981-03-11,,
CITES,PRI,Non-party,,,,,
CITES,QAT,Party,,2001-05-08,2001-08-06,,
CITES,MDA,Party,,2001-03-29,2001-06-27,,
CITES,COG,Party,,1983-01-31,1983-05-01,,
CITES,ROU,Party,,1994-08-18,1994-11-16,,
CITES,RUS,Party,,1992-01-13,1992-01-01,,
CITES,RWA,Party,,1980-10-20,1981-01-18,,
CITES,KNA,Party,,1994-02-14,1994-05-15,,
CITES,LCA,Party,,1982-12-15,1983-03-15,,
CITES,VCT,Party,,1988-11-30,1989-02-28,,
CITES,WSM,Party,,2004-11-09,2005-02-07,,
CITES,SMR,Party,,2005-07-22,2005-10-20,,
CITES,STP,Party,,2001-08-09,2001-11-07,,
CITES,SAU,Party,,1996-03-12,1996-06-10,,
CITES,SEN,Party,,1977-08-05,1977-11-03,,
CITES,SRB,Party,,2006-06-06,2006-06-03,,
CITES,SYC,Party,,1977-02-08,1977-05-09,,
CITES,SLE,Party,,1994-10-28,1995-01-26,,
CITES,SGP,Party,,1986-11-30,1987-02-28,,
CITES,SVK,Party,,1993-03-02,1993-01-01,,
CITES,SVN,Party,,2000-01-24,2000-04-23,,
CITES,SLB,Party,,2007-03-26,2007-06-24,,
CITES,SOM,Party,,1985-12-02,1986-03-02,,
CITES,ZAF,Party,,1975-07-15,1975-10-13,,
CITES,KOR,Party,,1993-07-09,1993-10-07,,
CITES,SSD,Non-party,,,,,
CITES,ESP,Party,,1986-05-30,1986-08-28,,
CITES,LKA,Party,,1979-05-04,1979-08-02,,
CITES,SDN,Party,,1982-10-26,1983-01-24,,
CITES,SUR,Party,,1980-11-17,1981-02-15,,
CITES,SWE,Party,,1974-08-20,1975-07-01,,
CITES,CHE,Party,,1974-07-09,1975-07-01,,
CITES,SYR,Party,,2003-04-30,2003-07-29,,
CITES,TJK,Party,,2015-12-31,2016-03-30,,
CITES,THA,Party,,1983-01-21,1983-04-21,,
CITES,TLS,Non-party,,,,,
CITES,TGO,Party,,1978-10-23,1979-01-21,,
CITES,TKL,Non-party,,,,,
CITES,TON,Party,,2016-07-22,2016-10-20,,
CITES,TTO,Party,,1984-01-19,1984-04-18,,
CITES,TUN,Party,,1974-07-10,1975-07-01,,
CITES,TUR,Party,,1996-09-23,1996-12-22,,
CITES,TKM,Non-party,,,,,
CITES,TUV,Non-party,,,,,
CITES,UGA,Party,,1991-07-18,1991-10-16,,
CITES,UKR,Party,,1999-12-30,2000-03-29,,
CITES,ARE,Party,,1990-02-08,1990-05-09,,
CITES,GBR,Party,,1976-08-02,1976-10-31,,
CITES,TZA,Party,,1979-11-29,1980-02-27,,
CITES,USA,Party,,1974-01-14,1975-07-01,,
CITES,URY,Party,,1975-04-02,1975-07-01,,
CITES,UZB,Party,,1997-07-10,1997-10-08,,
CITES,VUT,Party,,1989-07-17,1989-10-15,,
CITES,VAT,Non-party,,,,,
CITES,VEN,Party,,1977-10-24,1978-01-22,,
CITES,VNM,Party,,1994-01-20,1994-04-20,,
CITES,YEM,Party,,1997-05-05,1997-08-03,,
CITES,ZMB,Party,,1980-11-24,1981-02-22,,
CITES,ZWE,Party,,1981-05-19,1981-08-17,,
World Organization for Animal Health,AFG,Party,,1960-07-25,1960-07-25,,
World Organization for Animal Health,ALB,Party,,1991-02-11,1991-02-11,,
World Organization for Animal Health,DZA,Party,,1969-02-13,1962-07-03,,
World Organization for Animal Health,AND,Party,,1998-01-16,1998-01-16,,
World Organization for Animal Health,AGO,Party,,1979-04-06,1979-04-06,,
World Organization for Animal Health,ATG,Non-party,,,,,
World Organization for Animal Health,ARG,Party,1924-01-25,1933-10-20,1933-10-20,,
World Organization for Animal Health,ARM,Party,,1997-12-29,1997-12-29,,
World Organization for Animal Health,AUS,Party,,1925-02-09,1925-02-09,,
World Organization for Animal Health,AUT,Party,,1928-06-30,1928-06-30,,
World Organization for Animal Health,AZE,Party,,1995-02-28,1995-02-28,,
World Organization for Animal Health,BHS,Party,,2010-08-18,2010-08-18,,
World Organization for Animal Health,BHR,Party,,1993-08-27,1993-08-27,,
World Organization for Animal Health,BGD,Party,,1997-10-15,1997-10-15,,
World Organization for Animal Health,BRB,Party,,1999-11-29,1999-11-29,,
World Organization for Animal Health,BLR,Party,,1994-02-25,1994-02-25,,
World Organization for Animal Health,BEL,Party,1924-01-25,1928-03-02,1928-03-02,,
World Organization for Animal Health,BLZ,Party,,2002-01-12,2002-01-12,,
World Organization for Animal Health,BEN,Party,,1975-03-14,1975-03-14,,
World Organization for Animal Health,BTN,Party,,1990-12-14,1990-12-14,,
World Organization for Animal Health,BOL,Party,,1986-05-06,1986-05-06,,
World Organization for Animal Health,BIH,Party,,1994-08-08,1994-08-08,,
World Organization for Animal Health,BWA,Party,,1968-06-20,1968-06-20,,
World Organization for Animal Health,BRA,Party,1924-01-25,1928-12-14,1928-12-14,,
World Organization for Animal Health,BRN,Party,,2004-02-03,2004-02-03,,
World Organization for Animal Health,BGR,Party,1924-01-25,1927-01-11,1927-01-11,,
World Organization for Animal Health,BFA,Party,,1961-12-05,1961-12-05,,
World Organization for Animal Health,BDI,Party,,1999-10-11,1999-10-11,,
World Organization for Animal Health,KHM,Party,,1951-04-03,1951-04-03,,
World Organization for Animal Health,CMR,Party,,1962-02-21,1960-01-01,,
World Organization for Animal Health,CAN,Party,,1959-04-14,1959-04-14,,
World Organization for Animal Health,CPV,Party,,2006-12-26,2006-12-26,,
World Organization for Animal Health,CAF,Party,,1959-08-04,1959-08-04,,
World Organization for Animal Health,TCD,Party,,1959-09-21,1959-09-21,,
World Organization for Animal Health,CHL,Party,,1962-04-02,1962-04-02,,
World Organization for Animal Health,CHN,Party,,1992-02-18,1992-02-18,,
World Organization for Animal Health,HKG,Non-party,,,,,
World Organization for Animal Health,MAC,Non-party,,,,,
World Organization for Animal Health,TWN,Party,,1954-10-01,1954-10-01,,
World Organization for Animal Health,COL,Party,,1956-01-02,1956-01-02,,
World Organization for Animal Health,COM,Party,,1993-12-22,1993-12-22,,
World Organization for Animal Health,COK,Non-party,,,,,
World Organization for Animal Health,CRI,Party,,1993-06-28,1993-06-28,,
World Organization for Animal Health,CIV,Party,,1962-03-19,1962-03-19,,
World Organization for Animal Health,HRV,Party,,1992-01-13,1992-01-13,,
World Organization for Animal Health,CUB,Party,,1972-09-04,1972-09-04,,
World Organization for Animal Health,CUW,Party,,2017-05-27,2017-05-27,,
World Organization for Animal Health,CYP,Party,,1961-11-13,1961-11-13,,
World Organization for Animal Health,CZE,Party,1924-01-25,1993-03-15,1993-03-15,,
World Organization for Animal Health,COD,Party,,1948-03-22,1948-03-22,,
World Organization for Animal Health,DNK,Party,1924-01-25,1925-01-21,1925-01-21,,
World Organization for Animal Health,DJI,Party,,2003-01-27,2003-01-27,,
World Organization for Animal Health,DMA,Non-party,,,,,
World Organization for Animal Health,DOM,Party,,2003-01-28,2003-01-28,,
World Organization for Animal Health,ECU,Party,,1963-03-08,1963-03-08,,
World Organization for Animal Health,EGY,Party,1924-01-25,1927-01-06,1927-01-06,,
World Organization for Animal Health,SLV,Party,,1997-10-22,1997-10-22,,
World Organization for Animal Health,GNQ,Party,,2002-04-20,2002-04-20,,
World Organization for Animal Health,ERI,Party,,1994-09-12,1994-09-12,,
World Organization for Animal Health,EST,Party,,1992-01-13,1992-01-13,,
World Organization for Animal Health,SWZ,Party,,1970-11-23,1970-11-23,,
World Organization for Animal Health,ETH,Party,,1977-11-02,1977-11-02,,
World Organization for Animal Health,,Non-party,,,,,
World Organization for Animal Health,FJI,Party,,2007-05-18,2007-05-18,,
World Organization for Animal Health,FIN,Party,1924-01-25,1925-01-12,1925-01-12,,
World Organization for Animal Health,FRA,Party,1924-01-25,1926-06-11,1926-06-11,,
World Organization for Animal Health,GAB,Party,,1959-07-27,1959-07-27,,
World Organization for Animal Health,GMB,Party,,2004-10-08,2004-10-08,,
World Organization for Animal Health,GEO,Party,,1992-09-30,1992-09-30,,
World Organization for Animal Health,DEU,Party,,1928-02-16,1928-02-16,,
World Organization for Animal Health,GHA,Party,,1971-05-24,1971-05-24,,
World Organization for Animal Health,GRC,Party,1924-01-25,1929-06-25,1929-06-25,,
World Organization for Animal Health,GRD,Non-party,,,,,
World Organization for Animal Health,GTM,Party,1924-01-25,1999-03-15,1999-03-15,,
World Organization for Animal Health,GIN,Party,,1985-05-23,1985-05-23,,
World Organization for Animal Health,GNB,Party,,2003-08-07,2003-08-07,,
World Organization for Animal Health,GUY,Party,,1996-12-10,1996-12-10,,
World Organization for Animal Health,HTI,Party,,1988-01-28,1988-01-28,,
World Organization for Animal Health,HND,Party,,1994-04-12,1994-04-12,,
World Organization for Animal Health,HUN,Party,1924-01-25,1929-03-02,1929-03-02,,
World Organization for Animal Health,ISL,Party,,1995-01-20,1995-01-20,,
World Organization for Animal Health,IND,Party,,1924-05-30,1924-05-30,,
World Organization for Animal Health,IDN,Party,,1954-02-01,1954-02-01,,
World Organization for Animal Health,IRN,Party,,1959-02-24,1959-02-24,,
World Organization for Animal Health,IRQ,Party,,1928-04-16,1928-04-16,,
World Organization for Animal Health,IRL,Party,,1924-05-30,1924-05-30,,
World Organization for Animal Health,ISR,Party,,1949-01-24,1949-01-24,,
World Organization for Animal Health,ITA,Party,1924-01-25,1927-05-23,1927-05-23,,
World Organization for Animal Health,JAM,Party,,1997-10-15,1997-10-15,,
World Organization for Animal Health,JPN,Party,,1930-01-27,1930-01-27,,
World Organization for Animal Health,JOR,Party,,1961-07-26,1961-07-26,,
World Organization for Animal Health,KAZ,Party,,1993-04-23,1993-04-23,,
World Organization for Animal Health,KEN,Party,,1964-08-28,1964-08-28,,
World Organization for Animal Health,KIR,Non-party,,,,,
World Organization for Animal Health,XXK,Non-party,,,,,
World Organization for Animal Health,KWT,Party,,1988-03-16,1988-03-16,,
World Organization for Animal Health,KGZ,Party,,1992-07-08,1992-07-08,,
World Organization for Animal Health,LAO,Party,,1951-02-06,1951-02-06,,
World Organization for Animal Health,LVA,Party,,1992-05-29,1992-05-29,,
World Organization for Animal Health,LBN,Party,,1948-10-01,1948-10-01,,
World Organization for Animal Health,LSO,Party,,1984-06-22,1984-06-22,,
World Organization for Animal Health,LBR,Party,,2014-05-30,2014-05-30,,
World Organization for Animal Health,LBY,Party,,1982-04-07,1982-04-07,,
World Organization for Animal Health,LIE,Party,,2008-01-01,2008-01-01,,
World Organization for Animal Health,LTU,Party,,1932-01-01,1932-01-01,,
World Organization for Animal Health,LUX,Party,1924-01-25,1928-03-24,1928-03-24,,
World Organization for Animal Health,MDG,Party,,1969-09-29,1960-06-26,,
World Organization for Animal Health,MWI,Party,,1984-03-30,1984-03-30,,
World Organization for Animal Health,MYS,Party,,1970-03-19,1970-03-19,,
World Organization for Animal Health,MDV,Party,,2007-11-07,2007-11-07,,
World Organization for Animal Health,MLI,Party,,1961-01-25,1961-01-25,,
World Organization for Animal Health,MLT,Party,,1989-04-27,1989-04-27,,
World Organization for Animal Health,MHL,Non-party,,,,,
World Organization for Animal Health,MRT,Party,,1959-08-21,1959-08-21,,
World Organization for Animal Health,MUS,Party,,1985-11-20,1985-11-20,,
World Organization for Animal Health,MEX,Party,1924-01-25,1949-12-07,1949-12-07,,
World Organization for Animal Health,FSM,Party,,2009-03-06,2009-03-06,,
World Organization for Animal Health,MCO,Party,1924-01-25,1925-03-03,1925-03-03,,
World Organization for Animal Health,MNG,Party,,1989-05-04,1989-05-04,,
World Organization for Animal Health,MNE,Party,,2007-08-10,2007-08-10,,
World Organization for Animal Health,MAR,Party,1924-01-25,1925-05-06,1925-05-06,,
World Organization for Animal Health,MOZ,Party,,1949-03-16,1949-03-16,,
World Organization for Animal Health,MMR,Party,,1989-08-24,1989-08-24,,
World Organization for Animal Health,NAM,Party,,1990-12-10,1990-12-10,,
World Organization for Animal Health,NRU,Non-party,,,,,
World Organization for Animal Health,NPL,Party,,1998-03-12,1998-03-12,,
World Organization for Animal Health,NLD,Party,1924-01-25,1926-08-26,1926-08-26,,
World Organization for Animal Health,NCL,Party,,1950-02-13,1950-02-13,,
World Organization for Animal Health,NZL,Party,,1924-08-19,1924-08-19,,
World Organization for Animal Health,NIC,Party,,2001-02-08,2001-02-08,,
World Organization for Animal Health,NER,Party,,1959-07-07,1959-07-07,,
World Organization for Animal Health,NGA,Party,,1969-06-20,1969-06-20,,
World Organization for Animal Health,NIU,Non-party,,,,,
World Organization for Animal Health,PRK,Party,,2001-03-02,2001-03-02,,
World Organization for Animal Health,MKD,Party,,1993-09-10,1993-09-10,,
World Organization for Animal Health,NOR,Party,,1947-06-09,1947-06-09,,
World Organization for Animal Health,OMN,Party,,1984-04-16,1984-04-16,,
World Organization for Animal Health,PAK,Party,,1949-03-21,1949-03-21,,
World Organization for Animal Health,PLW,Non-party,,,,,
World Organization for Animal Health,PSE,Non-party,,,,,
World Organization for Animal Health,PAN,Party,,1977-12-28,1977-12-28,,
World Organization for Animal Health,PNG,Party,,2009-07-16,2009-07-16,,
World Organization for Animal Health,PRY,Party,,1967-12-12,1967-12-12,,
World Organization for Animal Health,PER,Party,1924-01-25,1998-03-16,1998-03-16,,
World Organization for Animal Health,PHL,Party,,1985-11-29,1985-11-29,,
World Organization for Animal Health,POL,Party,1924-01-25,1925-02-18,1925-02-18,,
