Topic,Subtopic,Country,Status,Status justification
Access and benefit-sharing,Benefit-sharing,MMR,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,NPL,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,LKA,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,HKG,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,MAC,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,EGY,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,IRQ,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,PSE,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,JOR,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,KWT,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,LBN,No ABS legislation identified,"While a mechanism for access and benefit-sharing has been proposed, there are currently no substantive mentions of this subject in the available legislation."
Access and benefit-sharing,Benefit-sharing,LBY,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,MAR,No ABS legislation identified,"While there is a draft law in motion for the legislation of access and benefit-sharing (n° 56-17), it is not yet active and thus access and benefit-sharing is currently unregulation"
Access and benefit-sharing,Benefit-sharing,OMN,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,PAK,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,QAT,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,SOM,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,SDN,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,SYR,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,TUN,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,YEM,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
Access and benefit-sharing,Benefit-sharing,BFA,No ABS legislation identified,There are no substantive mentions of this subject in the available legislation.
